Scenes,Models,Quantile,Sigma_Model,Sigma_Train,MinMatchCount,Match,TP,FP
scenes/h1.jpg,models/0.jpg,0.035,3.0,0.3,13,14,1,0
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.3,13,24,1,0
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.3,13,25,0,1
scenes/h1.jpg,models/2.jpg,0.035,3.0,0.3,13,24,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.3,13,33,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.3,13,21,1,0
scenes/h1.jpg,models/4.jpg,0.035,3.0,0.3,13,21,1,0
scenes/h1.jpg,models/5.jpg,0.035,3.0,0.3,13,16,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.3,13,31,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.3,13,34,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.3,13,23,0,1
scenes/h1.jpg,models/8.jpg,0.035,3.0,0.3,13,16,1,0
scenes/h1.jpg,models/11.jpg,0.035,3.0,0.3,13,15,0,1
scenes/h1.jpg,models/11.jpg,0.035,3.0,0.3,13,20,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.3,13,30,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.3,13,28,1,0
scenes/h1.jpg,models/15.jpg,0.035,3.0,0.3,13,31,1,0
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.3,13,42,1,0
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.3,13,16,0,1
scenes/h1.jpg,models/19.jpg,0.035,3.0,0.3,13,37,1,0
scenes/h1.jpg,models/22.jpg,0.035,3.0,0.3,13,19,0,1
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.3,14,24,1,0
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.3,14,25,0,1
scenes/h1.jpg,models/2.jpg,0.035,3.0,0.3,14,24,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.3,14,33,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.3,14,21,1,0
scenes/h1.jpg,models/4.jpg,0.035,3.0,0.3,14,21,1,0
scenes/h1.jpg,models/5.jpg,0.035,3.0,0.3,14,16,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.3,14,31,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.3,14,34,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.3,14,23,0,1
scenes/h1.jpg,models/8.jpg,0.035,3.0,0.3,14,16,1,0
scenes/h1.jpg,models/11.jpg,0.035,3.0,0.3,14,15,0,1
scenes/h1.jpg,models/11.jpg,0.035,3.0,0.3,14,20,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.3,14,30,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.3,14,28,1,0
scenes/h1.jpg,models/15.jpg,0.035,3.0,0.3,14,31,1,0
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.3,14,42,1,0
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.3,14,16,0,1
scenes/h1.jpg,models/19.jpg,0.035,3.0,0.3,14,37,1,0
scenes/h1.jpg,models/22.jpg,0.035,3.0,0.3,14,19,0,1
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.35,13,18,1,0
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.35,13,28,0,1
scenes/h1.jpg,models/2.jpg,0.035,3.0,0.35,13,15,1,0
scenes/h1.jpg,models/2.jpg,0.035,3.0,0.35,13,20,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.35,13,34,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.35,13,22,1,0
scenes/h1.jpg,models/4.jpg,0.035,3.0,0.35,13,36,1,0
scenes/h1.jpg,models/4.jpg,0.035,3.0,0.35,13,39,1,0
scenes/h1.jpg,models/5.jpg,0.035,3.0,0.35,13,15,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.35,13,23,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.35,13,37,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.35,13,25,0,1
scenes/h1.jpg,models/11.jpg,0.035,3.0,0.35,13,21,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.35,13,23,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.35,13,23,1,0
scenes/h1.jpg,models/15.jpg,0.035,3.0,0.35,13,32,1,0
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.35,13,41,1,0
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.35,13,19,0,1
scenes/h1.jpg,models/19.jpg,0.035,3.0,0.35,13,40,1,0
scenes/h1.jpg,models/22.jpg,0.035,3.0,0.35,13,20,0,1
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.35,14,18,1,0
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.35,14,28,0,1
scenes/h1.jpg,models/2.jpg,0.035,3.0,0.35,14,15,1,0
scenes/h1.jpg,models/2.jpg,0.035,3.0,0.35,14,20,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.35,14,34,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.35,14,22,1,0
scenes/h1.jpg,models/4.jpg,0.035,3.0,0.35,14,36,1,0
scenes/h1.jpg,models/4.jpg,0.035,3.0,0.35,14,39,1,0
scenes/h1.jpg,models/5.jpg,0.035,3.0,0.35,14,15,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.35,14,23,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.35,14,37,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.35,14,25,0,1
scenes/h1.jpg,models/11.jpg,0.035,3.0,0.35,14,21,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.35,14,23,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.35,14,23,1,0
scenes/h1.jpg,models/15.jpg,0.035,3.0,0.35,14,32,1,0
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.35,14,41,1,0
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.35,14,19,0,1
scenes/h1.jpg,models/19.jpg,0.035,3.0,0.35,14,40,1,0
scenes/h1.jpg,models/22.jpg,0.035,3.0,0.35,14,20,0,1
scenes/h1.jpg,models/0.jpg,0.035,3.0,0.4,13,16,1,0
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.4,13,26,0,1
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.4,13,17,1,0
scenes/h1.jpg,models/2.jpg,0.035,3.0,0.4,13,19,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.4,13,38,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.4,13,25,1,0
scenes/h1.jpg,models/4.jpg,0.035,3.0,0.4,13,22,1,0
scenes/h1.jpg,models/5.jpg,0.035,3.0,0.4,13,17,1,0
scenes/h1.jpg,models/5.jpg,0.035,3.0,0.4,13,22,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.4,13,22,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.4,13,35,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.4,13,15,0,1
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.4,13,20,0,1
scenes/h1.jpg,models/8.jpg,0.035,3.0,0.4,13,16,1,0
scenes/h1.jpg,models/11.jpg,0.035,3.0,0.4,13,18,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.4,13,22,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.4,13,21,1,0
scenes/h1.jpg,models/15.jpg,0.035,3.0,0.4,13,30,1,0
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.4,13,20,0,1
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.4,13,42,1,0
scenes/h1.jpg,models/19.jpg,0.035,3.0,0.4,13,44,1,0
scenes/h1.jpg,models/22.jpg,0.035,3.0,0.4,13,19,0,1
scenes/h1.jpg,models/0.jpg,0.035,3.0,0.4,14,16,1,0
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.4,14,26,0,1
scenes/h1.jpg,models/1.jpg,0.035,3.0,0.4,14,17,1,0
scenes/h1.jpg,models/2.jpg,0.035,3.0,0.4,14,19,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.4,14,38,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.0,0.4,14,25,1,0
scenes/h1.jpg,models/4.jpg,0.035,3.0,0.4,14,22,1,0
scenes/h1.jpg,models/5.jpg,0.035,3.0,0.4,14,17,1,0
scenes/h1.jpg,models/5.jpg,0.035,3.0,0.4,14,22,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.4,14,22,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.4,14,35,1,0
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.4,14,15,0,1
scenes/h1.jpg,models/7.jpg,0.035,3.0,0.4,14,20,0,1
scenes/h1.jpg,models/8.jpg,0.035,3.0,0.4,14,16,1,0
scenes/h1.jpg,models/11.jpg,0.035,3.0,0.4,14,18,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.4,14,22,1,0
scenes/h1.jpg,models/14.jpg,0.035,3.0,0.4,14,21,1,0
scenes/h1.jpg,models/15.jpg,0.035,3.0,0.4,14,30,1,0
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.4,14,20,0,1
scenes/h1.jpg,models/18.jpg,0.035,3.0,0.4,14,42,1,0
scenes/h1.jpg,models/19.jpg,0.035,3.0,0.4,14,44,1,0
scenes/h1.jpg,models/22.jpg,0.035,3.0,0.4,14,19,0,1
scenes/h1.jpg,models/0.jpg,0.035,3.5,0.25,13,14,1,0
scenes/h1.jpg,models/1.jpg,0.035,3.5,0.25,13,22,0,1
scenes/h1.jpg,models/2.jpg,0.035,3.5,0.25,13,15,1,0
scenes/h1.jpg,models/2.jpg,0.035,3.5,0.25,13,23,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.5,0.25,13,29,1,0
scenes/h1.jpg,models/3.jpg,0.035,3.5,0.25,13,22,1,0
scenes/h1.jpg,models/4.jpg,0.035,3.5,0.25,13,19,1,0
scenes/h1.jpg,models/5.jpg,0.035,3.5,0.25,13,14,1,0
scenes/h1.jpg,models/5.jpg,0.035,3.5,0.25,13,21,1,0
